d, 100
k, 1000
n, 1000000, 0.047985, 0.006676, 0.004032
n, 10000000, 0.395269, 0.178186, 0.039405
n, 100000000, 1.28074, 6.44959, 0.404112
n, 200000000, 2.01425, 13.172, 0.787089
n, 400000000, 3.51431, 29.2172, 1.5162
n, 600000000, 5.01156, 46.3129, 2.26032
n, 800000000, 6.60739, 63.352, 3.07836
n, 1000000000, 8.23259, 79.6009, 4.01196
