d, 100
k, 10
n, 1000000, 0.039775, 0.044817, 0.080668
n, 10000000, 0.236588, 0.466851, 0.903912
n, 100000000, 1.37275, 10.1563, 8.90989
n, 200000000, 2.34901, 20.4854, 16.7559
n, 400000000, 4.40496, 32.7853, 34.3081
n, 600000000, 6.73876, 45.8063, 59.367
n, 800000000, 9.27672, 62.4456, 73.1659
n, 1000000000, 10.9588, 78.1335, 89.4152
