d, 100
k, 100
n, 1000000, 0.049526, 0.013368, 0.017072
n, 10000000, 0.273798, 0.53336, 0.155901
n, 100000000, 1.01657, 5.57605, 1.4454
n, 200000000, 1.82458, 11.0202, 2.74818
n, 400000000, 3.85725, 20.6333, 5.65665
n, 600000000, 6.24439, 31.4986, 8.54637
n, 800000000, 8.89963, 42.3211, 10.9884
n, 1000000000, 11.7972, 55.0875, 13.4837
