d, 100
k, 100000
n, 1000000, 0.05616, 0.028291, 0.005953
n, 10000000, 0.688133, 0.068454, 0.026788
n, 100000000, 2.8128, 0.844231, 0.289441
n, 200000000, 4.13771, 2.1747, 0.599111
n, 400000000, 7.21556, 7.05064, 1.20141
n, 600000000, 6.92963, 14.5936, 1.77284
n, 800000000, 12.7032, 25.8926, 2.40121
n, 1000000000, 11.7289, 38.3976, 3.03146
