d, 100
k, 10000
n, 1000000, 0.066816, 0.006387, 0.003058
n, 10000000, 0.425443, 0.082714, 0.026902
n, 100000000, 1.91566, 2.71714, 0.318371
n, 200000000, 2.65792, 9.19473, 0.631777
n, 400000000, 3.35937, 29.422, 1.20899
n, 600000000, 5.93347, 45.6265, 1.79592
n, 800000000, 6.76889, 61.0263, 2.43544
n, 1000000000, 8.63011, 76.434, 3.08263
